planting_date,harvest_date,fertilizer_kg_ha,pesticide_l_ha,total_precip_mm,avg_temp_max_C,total_sunshine_h,yield_kg_ha
2021-11-16,2022-04-03,192.18,43.1,430.29999999999563,28.243165467626444,1425.9940416667087,4835.92
2004-03-11,2004-07-26,131.68,12.08,596.0,28.37971014492707,1457.67134722224,4290.86
2003-06-09,2003-10-17,194.34,2.12,673.600000000004,28.01221374045789,1331.6478166666893,4462.69
2021-04-11,2021-08-03,185.19,12.74,633.5999999999985,28.77391304347826,1185.94442222215,5010.75
2016-09-22,2017-01-20,109.13,1.86,624.7999999999738,27.52396694214871,1203.859425000046,5624.8
2005-01-16,2005-06-12,111.3,8.85,604.0000000000036,28.391891891892286,1553.7694722222295,4192.63
1998-10-11,1999-01-28,186.91,23.77,881.0000000000009,27.173636363636376,1015.9020444444445,4764.88
2005-11-23,2006-03-08,143.21,12.47,683.1999999999989,27.16509433962264,1079.5570583333283,5363.32
2022-12-21,2023-05-15,52.25,49.94,628.1999999999534,28.256849315067896,1471.8921888889163,5487.77
2021-04-15,2021-08-29,179.72,33.81,770.2999999999884,28.66277372262829,1397.5187527777452,6293.63
2001-01-09,2001-04-26,119.91,15.43,359.3000000000011,27.812037037036944,1163.570702777779,4221.47
2008-05-15,2008-09-26,53.06,33.31,668.8000000000029,27.960740740740395,1396.9164666666766,4993.66
2020-10-05,2021-02-18,155.41,23.46,758.2999999999956,28.021167883211213,1348.4669555555593,4644.96
2005-12-21,2006-04-11,126.25,22.96,511.0999999999967,27.472321428571117,1180.70089166666,5093.93
2005-09-11,2005-12-10,149.15,29.26,510.0000000000073,27.36263736263752,928.2775305555624,5142.03
2009-10-22,2010-02-12,83.0,23.59,627.1999999999935,27.68771929824569,1077.6017666666376,4806.97
2019-12-29,2020-04-14,186.89,2.08,112.4999999999709,28.523148148148955,1190.7904472222872,5270.95
1999-11-19,2000-03-02,119.28,9.5,640.5000000000027,27.103809523809538,1045.1832694444429,4525.4
2007-08-20,2007-12-23,136.63,5.3,877.8999999999869,27.653174603174165,1221.735233333311,5785.64
2013-01-23,2013-06-04,50.34,33.91,572.7000000000189,28.444360902255244,1365.978449999995,4838.82
2006-06-06,2006-10-24,51.81,2.41,889.0999999999894,27.894326241134483,1413.5879833333274,5073.69
